rec_id,ssn,first_name,middle_name,last_name,gender,current_age,birth_date,street_address,suburb,postcode,state,phone,email,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp
R53011777,c107711357,dolores,scott,foreman,f,68,13/10/1952, 686  whitemore  road  roselands ,whitemore,7303,tas, 03  4490  5256 ,tghelcapfe@gmail.com,certificate-iv,construction-worker,93009, 6407  2208  7263  7095 ,49,2020-04-15t05:23+00:00
R76793195,c197396715,johnny,william,giordano,f,29,27/10/1991, 1  kooroogamma  road  sunlong  sub  division ,moree,2400,nsw, 02  4217  3238 ,giordano76@hotmail.com,certificate-ii,automotive-worker,-9999, 7843  8333  1578  2385 ,10,2020-06-01t17:10+00:00
R09904833,a138900934,gladys,tawona,thomas,f,33,19/5/1987, 319  macquarie  street  vaucluse  garden ,hobart,7000,tas, 03  0546  6039 ,thomas71@yahoo.com,advance-diploma,ict-professional,-9999, 5235  1812  1775  9967 ,6,2012-10-02t17:25+00:00
R84628650,h104526868,emily,monae,stapleton,f,15,21/7/2005, 2  manning  street  flr  1 ,kiama,2533,nsw, 02  7136  8900 ,emily23@aol.com,secondary-school,n/a,0,n/a,0,2020-01-11t10:29+00:00
R67614094,c140166479,chad,blake,smith,f,47,2/1/1973, 1224  bribie  island  road  ningi  plaza ,ningi,4511,qld, 07  1057  0367 ,chad38@mail.com.au,certificate-ii,other-service-worker,, 4449  3754  5260  1516 ,28,2020-05-05t15:06+00:00
R69010021,i160920011,bryant,asa,moore,f,66,15/8/1953, Woodward  Road ,Dayboro,4521,QLD, 07  5033  2875 ,moore.bryant@yahoo.com,graduate-diploma,general-manager,140259, 4049  7370  6642  7422 ,27,1998-02-08T12:41+00:00
R42712761,b164227711,emily,,revis,f,66,28/11/1954, 1582  anzac  avenue  miranatha  retirement  village ,kallangur,4503,qld, 07  1914  0204 ,emily.revis@yahoo.com,senior-secondary-school,machinary-driver,12993, 4647  3010  1088  9555 ,40,2013-10-15t07:38+00:00
R02167656,g166026157,charlotte,rolesha,slate,f,47,20/10/1969, 13  Shoobridge  Street ,Millner,0810,NT, 08  0709  1274 ,charlotte79@mail.com,advance-diploma,health-professional,122576, 0432  6416  4218  2534 ,32,2016-02-04T17:46+00:00
R31833586,i185333681,mitchell,emil,murr,f,30,11/3/1988, Tambo  Upper  Road , Tambo  Upper ,3885,VIC, 03  1809  7698 ,mitchell.murr@aol.com,bachelor-degree,other-technician,74873, 0560  3201  6712  0435 ,13,2018-01-14T21:48+00:00
R39254465,a142655943,william,,greaver,m,32,22/10/1988, 9  dunstan  court  wallace  heights ,noosaville,4566,qld, 07  9596  0288 ,dhkpdcmdep@yahoo.com,certificate-ii,health-support-worker,56164, 6549  4251  8255  6037 ,9,2016-03-17t14:43+00:00
R59719038,b190739185,manita,margarita,brinson,f,52,30/7/1968, 2  english  court  swinger  hill ,phillip,2606,act, 02  1341  3918 ,manita16@hotmail.com,masters-degree,chief-executive,, 6506  0278  8916  2860 ,31,2018-09-27t24:22+00:00
R24487142,e148417224,steve,wayne,cain,m,13,24/8/2007, 1  barramundi  drive  dundee  downs ,daly,0822,nt, 08  0252  5391 ,cgstlksmfr@mail.com.au,secondary-school,n/a,0,n/a,0,2020-03-16t05:38+00:00
R89592558,d125558899,ashley,myers,reid,f,61,5/8/1955, 192  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa, 08  5257  9387 ,,certificate-iv,automotive-worker,, 1991  4190  5215  2965 ,43,2013-03-03T06:56+00:00
R98259596,f129958965,andrew,james,philyaw,m,70,10/7/1950, 5  marine  parade  watego's  beach , byron  bay ,2481,nsw, 02  0753  2914 ,andrew.philyaw@yahoo.com,masters-degree,education-professional,125150, 6587  7821  8265  6970 ,51,2020-03-01t11:45+00:00
R20459965,i150969254,benjamin,jean,thompson,f,22,2/6/1998, 16  walker  avenue  flt  2 ,mitcham,3132,vic,,benjamin.thompson@aol.com,senior-secondary-school,clerical-worker,36326, 1290  8579  5527  2061 ,3,2020-05-22t08:17+00:00
R18491320,f128139410,jas,seth,bizzell,m,45,16/6/1975, 31  malonga  drive  malonga  park ,burnie,7320,tas, 03  9486  9232 ,,certificate-iv,other-technician,, 9867  0429  5976  9249 ,22,2016-05-07t13:12+00:00
R13543832,c148533312,dee,snow,parker,f,21,27/1/1999, 40  marcus  clarke  street  canberra  hse , canberra  city ,2601,act, 02  1870  4086 ,dee99@yahoo.com,bachelor-degree,ict-professional,135274, 2897  3753  3155  9182 ,2,2020-04-23t03:19+00:00
R20611008,d110010286,katherine,shantae,short,f,53,18/2/1964, 1  Duke  Street ,Iluka,2466,NSW, 02  1944  8731 ,katherine.horton@yahoo.com,bachelor-degree,education-professional,106517, 0377  5832  9897  7742 ,37,2017-07-11T02:25+00:00
R10508175,e115071508,anthony,michael,glaspy,m,55,12/8/1965, 16  clark  road  karraine ,cradoc,7109,tas, 03  0067  1395 ,anthony22@gmail.com,graduate-certificate,legal-professional,118337, 1526  2933  6781  7268 ,36,2020-06-08t21:59+00:00
R98986658,d186989856,ava,brown,mack,f,26,16/7/1994, 510  marmion  street  villa  66 ,booragoon,6154,wa, 08  6575  9824 ,mack.ava@mail.com.au,graduate-certificate,manager,-9999, 5828  5891  5489  5579 ,7,2020-05-03t16:57+00:00
R09648573,e135098476,jaime,hearn,mendenhall,f,23,4/2/1997, 92  randles  road  morangarell ,connewarre,3227,vic, 03  1854  3555 ,mendenhall.jaime@hotmail.com,senior-secondary-school,factory-worker,12878, 6485  1925  9366  6120 ,4,2020-04-17t22:57+00:00
R31358276,f171833652,dorothy,carmel,olson,f,57,10/6/1963, 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  0739  6803 ,dorothy.olson@yahoo.com,advance-diploma,ict-technician,78813, 4135  7383  5031  1639 ,37,2019-10-09t18:06+00:00
R67347240,f134274076,joanie,dawn,surratt,f,4,22/9/2012, 268  Victoria  Road ,Rozelle,2039,NSW, 02  8941  6113 ,surratt.joanie@yahoo.com,primary-school,n/a,,n/a,0,2016-04-25T08:59+00:00
R93381443,g113343984,katherine,w,carter,f,75,19/11/1945, 5  allamurr  court  dunbar  heights ,palmerston,0830,nt, 08  3617  2762 ,katherine54@yahoo.com,certificate-iv,other-technician,-9999, 4138  9518  9487  1829 ,56,2020-03-24t05:50+00:00
R45313169,g151341963,leonard,,saulter,m,73,21/2/1947, 1  beaudesert-beenleigh  road  glendowen  farm ,biddaddaba,4275,qld, 07  1878  2738 ,leonard.saulter@mail.com,bachelor-degree,health-professional,-9999, 7888  1335  2752  2044 ,54,2020-01-14t10:49+00:00
R50262970,g109672250,timothy,kumar,auman,m,32,14/4/1988, 5305  princes  highway  woodlawn ,codrington,3285,vic, 03  7661  1347 ,dtdmkppdhh@yahoo.com,diploma,other-technician,116845, 3427  0779  3239  9951 ,11,2018-04-20t16:17+00:00
R55456553,i155555634,daniel,e,southerland,m,31,27/4/1989, 7  keith  lane  level  one , fannie  bay ,0820,nt, 08  5082  3857 ,daniel88@mail.com.au,bachelor-degree,ict-professional,117245, 4851  6231  2161  7003 ,12,2020-06-10t20:44+00:00
R25064667,d166476520,michael,louis,kidwai,f,40,20/11/1980, 123  macquarie  street  the  astor ,sydney,2000,nsw, 02  2051  8462 ,ponrbqdcmq@aol.com,senior-secondary-school,construction-labourer,19375, 1861  1740  5699  1735 ,21,2020-02-05t09:04+00:00
R26812612,d112126682,olivia,andrews,holland,f,25,21/8/1995, 247  trower  road  shop  gd ,casuarina,0810,nt, 08  5084  5589 ,holland.olivia@gmail.com,graduate-diploma,ict-professional,90170, 5973  8601  2931  4892 ,6,2020-06-07t18:32+00:00
R49446037,c144609734,bryan,edward,nicholson,m,15,28/8/2005, 1  penfolds  road  tregona ,meandarra,4422,qld, 07  5130  4134 ,bryan54@gmail.com,secondary-school,n/a,0,n/a,0,2020-01-17t20:37+00:00
R86005659,i106509865,keri,anne,sharpe,f,20,19/12/2000, 362  glebe  road  namoi , hamilton  south ,2303,nsw, 02  7051  7280 ,sharpe15@aol.com,certificate-ii,health-support-worker,, 4006  8073  4419  4167 ,1,2020-07-07t17:54+00:00
R47996354,b137544699,rodney,e,burns,f,11,21/9/2009, 17  university  avenue  palm  plaza ,palmerston,0830,nt, 08  8922  5613 ,rodney.burns@gmail.com,primary-school,n/a,0,n/a,0,2020-04-27t11:28+00:00
R16112969,e126111969,ryan,samuel,ramirez,m,58,28/10/1962, 5  iris  court  sevenoaks  village ,stirling,5152,sa, 08  6682  2452 ,ramirez.ryan@aol.com,certificate-iii,other-technician,, 3870  7381  7217  3123 ,39,2020-02-18t17:54+00:00
R58987738,b138988577,keri,caldwell,bogren,f,30,11/10/1990, 13  Picnic  Point  Road ,Panania,2213,NSW,,keri50@hotmail.com,graduate-diploma,education-professional,, 2883  1288  6901  3056 ,11,2020-11-13T01:54+00:00
R97827891,i191978872,tenya,hunt,spetz,f,52,26/3/1968, 80  goldmans  road  gold  ridge , panton  hill ,3759,vic, 03  6147  0809 ,spetz21@hotmail.com,certificate-ii,personal-services-worker,66691, 1877  4142  5213  9839 ,33,2020-06-23t13:28+00:00
R86620425,h146522860,douglas,daryl,woods,f,29,5/6/1991, 325  collins  street  apt  807 ,melbourne,3000,vic, 03  9343  3805 ,douglas.woods@gmail.com,advance-diploma,other-technician,, 6072  0505  1136  2235 ,10,2020-01-18t19:51+00:00
R68900032,f138062900,steven,jamesjasper,ralph,f,18,15/6/2002, 3903  maroondah  highway  kilbirnie ,acheron,3714,vic, 03  9547  4167 ,steven.ralph@mail.com,senior-secondary-school,casual-worker,0, 4347  3031  8061  5060 ,1,2020-05-18t16:06+00:00
R03050400,d130000450,charles,grayson,ellis,m,68,4/4/1952, 19  Nungara  Street ,Aranda,2614,ACT, 02  7424  7485 ,mojaaptooa@mail.com,secondary-school,part-time-worker,6800, 8413  6828  1402  0188 ,49,2020-01-24T21:16+00:00
R54114210,i112011445,amy,elizabeth,troutman,f,65,26/12/1955, 254  greenhill  road  victoria  grove  est ,glenside,5065,sa, 08  7407  5050 ,troutman35@hotmail.com,graduate-certificate,legal-professional,83829, 1724  1727  3588  1175 ,46,2020-01-08t13:35+00:00
R39404360,a103464390,john,anthony,barwick,m,63,8/4/1957, 9  cavenagh  street  national  mutual  centre ,darwin,0800,nt, 08  8152  8483 ,barwick.john@hotmail.com,senior-secondary-school,clerks,36819, 5890  8433  5047  0022 ,41,2017-07-03t04:25+00:00
R86271602,h102218766,lincoln,earl,mills,f,21,20/4/1999, 15  conder  street  girrahween  house ,weston,2611,act, 02  2264  8298 ,mills.lincoln@mail.com.au,senior-secondary-school,machinary-driver,, 4563  6417  9797  8172 ,2,2020-04-11t11:42+00:00
R95065281,g106215958,beatrice,myers,hungerford,f,59,8/6/1957, 7  Gunyah  Place ,Avalon,2107,NSW, 02  6612  4498 ,beatrice7@mail.com.au,graduate-diploma,legislator,, 0895  7143  7011  3905 ,44,2016-09-24T01:28+00:00
R38834608,d138483086,eyvonne,taylor,reed,f,36,2/6/1984, 70  keira  street  wollongong  vet  hospital ,wollongong,2500,nsw, 02  9896  0077 ,reed53@gmail.com,diploma,construction-worker,64187, 3086  1318  5542  1035 ,10,2013-04-04t07:45+00:00
R57096005,c100559706,jackie,alan,emert,m,67,14/7/1953, 28  charles  street  villanova  aged  hme ,innisfail,4860,qld, 07  7290  9810 ,qmhsqspnis@yahoo.com,graduate-certificate,chief-executive,180343, 2498  9585  8322  8029 ,48,2020-01-04t20:28+00:00
R30630140,h131340600,robert,lester,mason,f,20,6/7/2000, 20  Levien  Street ,Scullin,2614,ACT, 02  6393  4652 ,robert42@mail.com.au,advance-diploma,ict-professional,-9999, 5067  6826  5066  8612 ,1,2020-12-06T16:25+00:00
R86633835,g168336853,judy,,davis,f,73,17/9/1947, 1  buffalo  court  brite  wite , hackham  west ,5163,sa, 08  3757  0716 ,davis70@yahoo.com,certificate-ii,carer,54770, 4644  5313  2140  0148 ,54,2020-06-03t12:48+00:00
R78956410,b167459018,lisa,,marion,f,30,22/9/1990, 5  allamurr  court  dunbar  heights ,palmerston,0830,nt, 08  0558  9438 ,qjsglpfpfr@hotmail.com,senior-secondary-school,machinary-driver,13592, 1838  0175  3445  3507 ,10,2019-02-01t20:25+00:00
R16787610,b177616801,kelly,francis,rogerson,m,23,22/4/1993, 5  Attunga  Avenue ,Earlwood,2206,NSW, 02  6904  3923 ,,secondary-school,machinary-driver,18670, 4941  0137  2508  6342 ,4,2012-08-01T06:13+00:00
R50703465,c165403057,shannon,maelafevers,stanfield,f,56,15/10/1964, 1370  rathdowney  road  coochin  coochin ,boonah,4310,qld, 07  5018  3208 ,stanfield.shannon@gmail.com,certificate-iii,other-worker,, 2287  2643  7290  4013 ,37,2020-03-19t16:31+00:00
R70954474,h145707494,george,salehabdul,james,f,19,30/12/2001, 49  dunorlan  road  mount  patrick  estate ,moltema,7304,tas, 03  1359  7457 ,jdhgsifndo@yahoo.com,bachelor-degree,ict-technician,-9999, 5894  4340  7177  2314 ,0,2020-05-05t06:27+00:00
R28422473,a128272443,margaret,elizabeth,larsen,f,51,1/12/1969, 6  george  crescent  robertson  barracks , fannie  bay ,0820,nt, 08  4847  2306 ,tctqtdqkfr@gmail.com,graduate-certificate,legislator,122566, 8699  0355  5425  6116 ,30,2018-08-20t02:57+00:00
R24560489,d152084649,michael,ceavis,becerra,f,12,15/1/2008, 368  batlow  avenue  condongbolonga ,adelong,2729,nsw, 02  8728  1185 ,becerra.michael@aol.com,secondary-school,n/a,0,n/a,0,2020-02-18t08:57+00:00
R99708204,i148090792,chessie,george,cornett,m,49,2/7/1969, 28  Parnell  Street ,Strathfield,2135,NSW, 02  1399  5283 ,chessie.cornett@yahoo.com,senior-secondary-school,factory-worker,-9999, 0556  8749  9903  0522 ,19,2005-05-18T18:07+00:00
R97029205,e179590220,benjamin,carlton,bernard,f,44,4/9/1976, 1  fingerboard  road  forestvale , miriam  vale ,4677,qld,,okamskjmqs@mail.com,bachelor-degree,education-professional,124143, 8391  7406  3409  7396 ,25,2020-01-22t19:08+00:00
R33112991,f139191312,christopher,allington,hadley,f,10,19/11/2010, 8  lisa  place  villa  1 ,forster,2428,nsw, 02  2368  5076 ,rpprfpkpia@mail.com.au,primary-school,n/a,0,n/a,0,2020-07-18t12:23+00:00
R23295610,f123615290,donald,rahsaan,sessoms,f,22,20/2/1998, 16  national  circuit  national  press  club ,barton,2600,act, 02  7308  8621 ,ifdtlqpaii@hotmail.com,diploma,other-technician,146296, 0684  4279  7869  7128 ,3,2020-07-07t21:51+00:00
R90010088,g100900818,hazel,,bartlett,f,25,14/9/1995, 6  reilly  avenue  millers  home ,benalla,3672,vic,,kgbhnpmjot@mail.com,graduate-certificate,legislator,, 5343  3393  3869  6864 ,6,2020-02-14t05:29+00:00
R71149978,a174911879,donald,wallace,moore,m,53,6/1/1967, 1  plummers  hill  road  hillary  park ,woodford,3281,vic, 03  7158  4775 ,mlpqshfetd@aol.com,doctoral-degree,chief-executive,119587, 4323  7753  7932  4750 ,34,2020-02-24t05:49+00:00
R76779374,i177463779,shiquella,belle,wang,f,62,12/8/1958, 110  birch  road  adelene  vlge ,wyoming,2250,nsw, 02  4403  6807 ,shiquella40@hotmail.com,secondary-school,other-labourer,18732, 1182  5824  1848  1475 ,43,2020-04-26t07:39+00:00
R07836035,c160583037,timothy,travis,walls,m,30,4/6/1990, 3859  deviney  road  pinelands  industrial  estate ,berrimah,0828,nt, 08  8997  9132 ,,bachelor-degree,ict-technician,148933, 9205  7751  9640  7743 ,10,2019-09-21t05:18+00:00
R79011352,h105793112,jeffrey,randolph,enders,m,67,8/4/1953, 200  lorraine  avenue  berkeley  retrmnt  vlge , berkeley  vale ,2261,nsw, 02  7282  5790 ,jeffrey.enders@gmail.com,advance-diploma,ict-technician,116586, 3989  1526  1455  4833 ,42,2014-02-21t14:17+00:00
R19274720,h112290747,catherine,vivian,williams,f,13,27/12/2007, 643  scaysbrook  drive  brentwood  vlge ,kincumber,2251,nsw, 02  0851  6816 ,williams.catherine@yahoo.com,secondary-school,n/a,-9999,n/a,0,2020-06-26t09:37+00:00
R03724390,b140379320,linda,diana,hairr,f,30,21/6/1990, 4  leys  road  mittawarra ,eskdale,3701,vic,,linda25@mail.com,senior-secondary-school,construction-labourer,17902, 3595  5561  5137  0969 ,3,2012-06-20t11:58+00:00
R91109848,g181814909,william,d,fields,f,24,19/10/1996, 237  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486,nsw, 02  6127  7252 ,fields6@yahoo.com,certificate-ii,personal-services-worker,, 2917  2569  0580  0817 ,5,2020-05-12t22:57+00:00
R86185816,e186511868,linda,canaday,williams,f,35,24/5/1985, 5  allamurr  court  dunbar  heights ,palmerston,0830,nt, 08  4756  1814 ,linda.williams@aol.com,bachelor-degree,other-technician,113900, 3508  6863  8823  0053 ,14,2018-04-05t19:21+00:00
R30627601,a166273100,robert,laron,mcqueen,f,15,22/10/2002, 6  lerra  road  windella  downs ,maitland,2320,nsw, 02  8281  1672 ,arent32@gmail.com,senior-secondary-school,casual-worker,0, 6222  2234  3235  7522 ,1,2017-11-27T15:49+00:00
R89148359,f181589394,mavis,carol,carlson,f,26,2/1/1994, 6  mcdonald  street  whitby-cliffs ,cronulla,2230,nsw, 02  6324  0321 ,mavis.carlson@aol.com,certificate-ii,construction-worker,-9999, 5085  3290  1603  2871 ,2,2015-06-10t20:24+00:00
R20424698,g149422068,jean,mically,kimbrell,f,66,20/12/1954, 308  hogarth  road  robsley ,clifton,4361,qld, 07  2315  5289 ,jean.kimbrell@hotmail.com,bachelor-degree,ict-professional,84600, 3326  7113  5565  3545 ,45,2018-09-15t19:37+00:00
R42024370,g130722404,joanna,louise,rhyne,f,80,13/4/1940, 40  Tenison-Woods  Circuit ,Bonython,2905,ACT, 02  3701  7320 ,robinson92@yahoo.com,senior-secondary-school,re-tired,0, 1132  8617  1623  1997 ,45,2019-08-23T07:15+00:00
R65407306,a150746360,alonzo,,fletcher,f,23,30/4/1997, 37  charles  place  the  meadows ,curra,4570,qld, 07  7197  9405 ,fletcher15@yahoo.com,diploma,ict-technician,71732, 1780  2168  4335  1335 ,4,2020-02-24t18:52+00:00
R57556080,e155587600,william,lamont,claytor,m,49,17/7/1971, 1  milikapiti  street  snake  bay , melville  island ,0822,nt, 08  7114  8767 ,,certificate-iii,automotive-worker,84990, 6352  3136  3864  7266 ,26,2016-05-01t09:18+00:00
R63888093,f188390368,daniel,wayne,pendley,f,72,8/3/1948, 60  brendan  drive  earle  haven ,nerang,4211,qld, 07  0968  3200 ,daniel.pendley@yahoo.com,diploma,ict-technician,80374, 1618  2218  2781  0881 ,53,2020-01-01t14:02+00:00
R69844921,f169128449,rober,logan,morrow,m,34,31/1/1986, 149  pyrmont  street  the  paragon ,pyrmont,2009,nsw, 02  9304  7816 ,rober25@hotmail.com,bachelor-degree,ict-technician,93419, 7001  9425  3546  6457 ,15,2020-01-09t09:22+00:00
R99921442,d191992442,richard,lee,watts,m,69,23/4/1951, 93  elizabeth  bay  road  apt  44 , elizabeth  bay ,2011,nsw, 02  9599  6787 ,richard.watts@hotmail.com,graduate-diploma,education-professional,135313, 2569  6283  5124  4645 ,50,2020-01-18t08:12+00:00
R29001780,d121089070,carlos,james,ardila,m,60,11/4/1960, 17  first  avenue  riverside  ret  vlg ,carrara,4211,qld, 07  8535  6430 ,ardila33@mail.com,senior-secondary-school,machinary-driver,11987, 0246  1813  7067  3596 ,39,2018-02-17t23:50+00:00
R01937310,a130311790,larry,,kaluzny,f,55,9/11/1965, 169  rivergum  way  rowethorpe ,bentley,6102,wa, 08  3723  7087 ,kaluzny.larry@mail.com,masters-degree,general-manager,117103, 6175  1691  5158  1663 ,32,2016-10-11t20:20+00:00
R98330646,h130648693,jaron,william,gilbert,f,54,15/6/1966, 2  mathew  flinders  street  gove  house ,gove,0880,nt, 08  8566  7242 ,gilbert93@yahoo.com,advance-diploma,ict-technician,114236, 7564  3392  3731  1836 ,21,2006-02-21t04:04+00:00
R00815029,a109052801,anthony,ernest,giessler,f,22,12/2/1998, 4  celeste  court  flt  4 , st  kilda  east ,3183,vic, 03  6426  7493 ,ardgmdnkta@gmail.com,senior-secondary-school,cleaner,19637, 8535  1582  4829  9562 ,3,2020-01-26t23:18+00:00
R11833641,i116181343,emma,saunders,stanley,f,64,1/4/1956, 20  kirkston  place  silkwood  estate , pine  mountain ,4306,qld,,emma.stanley@mail.com.au,graduate-diploma,ict-professional,, 7349  1084  5241  7805 ,45,2020-07-07t17:17+00:00
R92237198,c122819937,georgia,audrey,benjamin,f,34,6/3/1986, 295  ross  river  road  aitkenvale  family  health  centre ,aitkenvale,4814,qld,,,certificate-iii,other-worker,70469, 8471  0671  1023  5731 ,12,2017-04-09t08:12+00:00
R44671670,i146740716,zachary,edward,combs,f,13,4/8/2007, 10  gibson  street  lake  macquarie  retrmnt  vlge ,belmont,2280,nsw, 02  5674  7491 ,zachary37@aol.com,secondary-school,n/a,0,n/a,0,2020-02-09t10:31+00:00
R39673335,d195373336,jamel,james,bouyaahmed,m,70,28/5/1950, 10  rolan  court  eton  lodge , palm  beach ,4221,qld, 07  8541  4358 ,bouyaahmed.jamel@mail.com.au,senior-secondary-school,taxi-driver,, 7206  9431  7104  7959 ,45,2014-01-22t04:08+00:00
R75955190,b179510595,berkley,,bartlett,m,19,19/10/1997, 2  jones  bay  road  watermark  tower ,pyrmont,2009,nsw, 02  1909  3538 ,qktqpiseng@mail.com.au,advance-diploma,health-professional,108041, 4761  1638  9369  2941 ,4,2016-02-07T06:02+00:00
R33733744,h133737443,allen,hugh,lewy,f,67,23/4/1953, 12  wills  street  skerman  chambers ,townsville,4810,qld, 07  4346  2740 ,lewy96@hotmail.com,bachelor-degree,ict-technician,-9999, 7149  7625  0934  9032 ,45,2017-01-07t20:11+00:00
R48651420,a151480246,ismael,frank,scarboro,m,32,27/2/1988, 868  old  calder  highway  keilor  retirement  village ,keilor,3036,vic, 03  2645  0701 ,scarboro.ismael@yahoo.com,masters-degree,legislator,157520, 3744  1739  7488  1073 ,13,2020-06-06t24:42+00:00
