rec_id_edu,ssn,first_name_edu,middle_name_edu,last_name_edu,gender_edu,current_age,birth_date_edu,street_address_edu,suburb_edu,postcode_edu,state_edu,phone_edu,email_edu,education,occupation,salary,credit_card_number,years_of_experience,employment_timestamp,rec_id_med,first_name_med,middle_name_med,last_name_med,gender_med,age_at_consultation,birth_date_med,medicare_number,street_address_med,suburb_med,postcode_med,state_med,phone_med,email_med,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
R78440344,g147844340,shirley,virginia,heaton,f,45.0,5/11/1972, 670  malvern  road  flt  4 ,prahran,3181.0,vic, 03  2712  2741 ,reaflmnlpo@hotmail.com,certificate-iv,ict-technician,104657.0, 7834  3055  4056  2726 ,29.0,2017-04-22T13:58+00:00,,,,,,,,,,,,,,,,,,,,,,,
R15935662,b135961625,robert,,noah,f,45.0,1/8/1975, 165  school  road  delaneys  creek ,d'aguilar,4514.0,qld, 07  7795  7027 ,robert69@hotmail.com,bachelor-degree,ict-technician,, 1481  4766  9133  3759 ,26.0,2020-03-21t01:29+00:00,rec-70939,robert,mitchell,noah,f,44.0,1/8/1975, 9090  70927  2  2 , 165  school  road  delaneys  creek ,d'aguilar,4514.0,qld, 07  7795  7027 ,robert69@hotmail.com,not-married,180.0,71.0,21.91358024691358,75.0,181.0,0.0,shakiness,2019-12-01t20:15+00:00
R91552563,f156291535,charles,james,fisher,m,21.0,8/12/1999, 750  maidens  brush  road  henry  kendall  vlge , gosford  north ,2250.0,nsw, 02  3841  2468 ,charles.fisher@gmail.com,secondary-school,looking-for-employment,9999.0, 0221  8773  2860  7600 ,2.0,2020-06-26t16:38+00:00,rec-26769,charles,james,fisher,m,14.0,8/12/1999, 9966  58331  1  3 , 21  duffys  road  tingari  vlge ,terrigal,,nsw, 02  9566  7600 ,,not-married,155.0,55.0,22.892819979188342,72.0,142.0,0.0,increase-in-chest-pain,2013-07-20t02:17+00:00
R33930747,a170493733,ashlee,eve,mills,f,63.0,5/11/1957, 28  saffron  drive  caroline  chisolm ,currimundi,4551.0,qld, 07  7000  6409 ,mills27@hotmail.com,bachelor-degree,other-technician,123534.0, 4886  7942  6179  7184 ,44.0,2020-06-14t14:01+00:00,rec-49371,ashlee,eve,mills,f,62.0,5/11/1957, 4357  72925  1  1 , 28  saffron  drive  caroline  chisolm ,currimundi,4551.0,qld,,mills27@hotmail.com,not-married,174.0,141.0,46.57154181529925,76.0,113.0,0.0,depressed-mood,2019-12-09t23:07+00:00
R47568111,h111785614,lynda,,battle,f,34.0,28/7/1986, 31  hazel  grove  reghaven  house ,ridgehaven,5097.0,sa, 08  0714  3604 ,battle100@gmail.com,certificate-iii,other-technician,84365.0, 4531  9743  7535  8560 ,15.0,2020-06-12t21:08+00:00,rec-41219,lynda,,battle,f,28.0,28/7/1986, 4786  80894  2  1 , 106  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  0714  3604 ,battle100@gmail.com,married,172.0,99.0,33.46403461330449,76.0,268.0,0.0,left-eye-blurring,2014-12-27t05:59+00:00
R42778186,e148867127,james,dewayne,young,f,36.0,19/11/1984, 256  stenner  street  garden  settlement ,toowoomba,4350.0,qld, 07  8527  6919 ,james.young@yahoo.com,senior-secondary-school,farm-worker,, 6628  6905  2218  2547 ,6.0,2009-03-21t13:50+00:00,rec-78081,james,dewayne,young,f,31.0,19/11/1984, 5278  35563  2  2 , 256  stenner  street  garden  settlement ,toowoomba,4350.0,qld,,,married-de-facto,171.0,64.0,21.887076365377382,73.0,275.0,0.0,asymptomatic-bradycardia,2015-10-21t20:23+00:00
R26416938,c119366248,james,lamont,hardy,m,32.0,10/12/1988, 1  oenpelli  street  community  oenpelli ,oenpelli,822.0,nt, 08  7462  8187 ,james85@mail.com.au,secondary-school,machinary-driver,, 9662  9602  6215  9573 ,13.0,2020-01-20t02:30+00:00,rec-17975,james,,hardy,m,25.0,10/12/1988, 9251  16625  2  1 , 41  cavenagh  street  plaza  bldg ,darwin,,nt,,,married-de-facto,194.0,101.0,26.83600807737273,71.0,48.0,0.0,post-surgical-vomiting,2015-09-04t04:06+00:00
R84598895,g159898548,evan,h,tucker,m,52.0,23/8/1968, 100  brisbane  road  labrador  park  medical  centre ,labrador,4215.0,qld, 07  6151  9907 ,evan58@mail.com,bachelor-degree,health-professional,132436.0, 5195  2097  1669  2113 ,33.0,2020-02-27t08:57+00:00,rec-55663,evan,h,tucker,m,46.0,23/8/1968, 3963  49846  2  1 , 161  maroondah  highway  the  hermitage ,narbethong,3778.0,vic,,evan58@mail.com,divorced,196.0,121.0,31.49729279466889,73.0,160.0,0.0,peripheral-neuropathy,2014-11-11t01:27+00:00
R60578793,e179830765,miranda,maria,ivey,f,14.0,9/5/2006, 3  oak  avenue  oaklodge , surfers  paradise ,4217.0,qld, 07  7416  8522 ,ivey76@aol.com,secondary-school,,9999.0,,0.0,2020-07-02t07:38+00:00,rec-67072,miranda,maria,ivey,f,9.0,9/5/2006, 4146  98121  1  3 , 23  granite  street  rose  court  garden ,stanthorpe,4380.0,qld, 07  7416  8522 ,ivey76@aol.com,,139.0,32.0,16.56228973655608,71.0,222.0,0.0,fractured-clavicle,2015-03-27t02:49+00:00
R72549191,a149195172,geoffrey,kirby,powell,f,47.0,23/4/1973, 71  Glenburnie  Road ,Vermont,3133.0,VIC, 03  9647  1551 ,powell16@mail.com,masters-degree,chief-executive,156775.0, 0146  8034  1699  7228 ,28.0,2020-09-14T03:42+00:00,,,,,,,,,,,,,,,,,,,,,,,
R65453992,d143955629,kenneth,w,goodman,m,61.0,11/3/1959, 27  arrow  drive  hmas ,coonawarra,820.0,nt,,kenneth.goodman@yahoo.com,diploma,other-technician,139604.0, 8486  1263  0319  3238 ,42.0,2020-02-02t17:35+00:00,rec-45913,kenneth,w,goodman,m,57.0,11/3/1959, 6865  37941  1  2 , 17  gumnut  lane  earl  haven ,nerang,4211.0,qld,,kenneth.goodman@yahoo.com,not-married,173.0,112.0,37.421898493100336,74.0,113.0,0.0,horizontal-knee-fracture,2016-07-27t24:43+00:00
R61837872,i173827816,jennifer,jean,tatum,f,64.0,24/5/1956, 284  castle  hill  road  kilvinton  village , castle  hill ,2154.0,nsw, 02  3740  1758 ,,graduate-certificate,ict-professional,9999.0, 7722  4098  2501  8178 ,45.0,2020-04-03t04:56+00:00,rec-45388,jennifer,jean,tatum,f,60.0,24/5/1956, 9202  23491  2  2 , 54  paas  place  the  village ,williamstown,3016.0,vic, 03  4615  9256 ,tfmlpihbai@aol.com,married-de-facto,179.0,135.0,42.13351643207141,69.0,185.0,0.0,polymyalgia-rheumatica,2016-01-06t20:41+00:00
R58648782,g174885682,richard,lamont,moore,f,58.0,9/1/1962, 55  french  street  bowen  therapy  academy ,hamilton,3300.0,vic, 03  0745  8726 ,,certificate-i,personal-services-worker,, 4700  0434  7904  4138 ,39.0,2020-03-15t13:59+00:00,rec-86247,richard,lamont,moore,f,52.0,9/1/1962, 2819  85381  2  1 , 533  north  road  longford ,mortlake,3272.0,vic, 03  0745  8726 ,richard.moore.aol.com,not-married,190.0,137.0,37.95013850415513,80.0,201.0,0.0,fainted,2015-08-03t23:22+00:00
R81901082,d100828119,abbey,michelle,humphrey,f,72.0,26/6/1948, 33  thornton  street  thornton  towers , surfers  paradise ,4217.0,qld, 07  2884  6380 ,abbey.humphrey@mail.com.au,diploma,other-technician,103308.0, 7492  5061  2201  8675 ,53.0,2020-01-19t08:02+00:00,rec-52783,abbey,,humphrey,f,67.0,26/6/1948, 2059  27595  1  2 , 33  thornton  street  thornton  towers , surfers  paradise ,,qld, 07  2884  6380 ,,separated,179.0,90.0,28.089010954714272,74.0,84.0,0.0,developed-a-rash-on-both-legs,2015-03-06t09:28+00:00
R06213365,i162503163,robert,bradley,weis,m,79.0,10/3/1941, 97  birch  road  adelene  retirement  village ,wyoming,2250.0,nsw, 02  8421  1494 ,,diploma,re-tired,0.0, 4401  0232  3558  0426 ,45.0,2019-05-22t10:02+00:00,rec-24460,robert,bradley,weis,m,77.0,10/3/1941, 6007  52881  1  1 , 97  birch  road  adelene  retirement  village ,wyoming,2250.0,nsw, 02  8421  1494 ,robert89@mail.com.au,married,177.0,79.0,25.2162533116282,74.0,87.0,0.0,cataract-surgery-(left-eye),2018-02-05t18:43+00:00
R40372334,b143340732,caleb,,luffman,m,56.0,27/7/1961, 38  Gumnut  Road ,Cherrybrook,2126.0,NSW, 02  6182  1223 ,,certificate-iii,other-technician,71204.0, 8210  5873  8938  3808 ,38.0,2015-05-01T03:03+00:00,rec-28917,caleb,lexuan,luffman,m,54.0,27/7/1961, 4231  35442  2  1 , 1  mulgrave  road  kulara  waters  estate ,yungaburra,4872.0,qld, 07  1811  2719 ,,not-married,196.0,99.0,25.770512286547273,73.0,187.0,0.0,frozen-shoulder,2015-02-07t08:13+00:00
R34734230,b143340732,caleb,lexuan,luffman,m,59.0,27/7/1961, 1  mulgrave  road  kulara  waters  estate ,yungaburra,4872.0,qld, 07  1811  2719 ,,certificate-iii,other-technician,, 8210  5873  8938  3808 ,38.0,2018-02-03t22:56+00:00,rec-28917,caleb,lexuan,luffman,m,54.0,27/7/1961, 4231  35442  2  1 , 1  mulgrave  road  kulara  waters  estate ,yungaburra,4872.0,qld, 07  1811  2719 ,,not-married,196.0,99.0,25.770512286547273,73.0,187.0,0.0,frozen-shoulder,2015-02-07t08:13+00:00
R32017913,c101217339,amanda,rose,delgado,f,55.0,24/1/1965, 12  birch  road  adelene  village ,wyoming,2250.0,nsw, 02  9451  6083 ,,senior-secondary-school,construction-labourer,9999.0, 8757  2854  5986  2806 ,36.0,2020-05-27t22:39+00:00,rec-38,amanda,rose,delgado,f,48.0,24/1/1965, 5455  58898  2  1 , 1  school  street  greenwood  park ,kincumber,2251.0,nsw, 02  6333  8504 ,amanda.delgado.yahoo.com,not-married,169.0,76.0,26.609712545078956,77.0,209.0,0.0,coughing,2016-04-03t19:09+00:00
R83101242,e103421128,elbert,,hollar,m,62.0,5/1/1958, 49  farmer  avenue  wungong  estate ,brookdale,6112.0,wa, 08  3965  1106 ,elbert.hollar@mail.com,diploma,engineering-worker,, 9956  6412  1775  8551 ,43.0,2020-07-25t02:51+00:00,rec-9975,elbert,edward,hollar,m,58.0,5/1/1958, 9792  95295  1  1 , 250  baltimore  parade  karri  lodge ,merriwa,6030.0,wa,,elbert.hollar@mail.com,not-married,180.0,119.0,36.72839506172839,76.0,112.0,0.0,right-renal-cyst,2016-03-27t12:29+00:00
R62722673,g166327722,katherine,tinile,thommes,f,21.0,22/4/1996, 82  Silverdale  Road ,Silverdale,2752.0,NSW, 02  4190  0405 ,katherine69@aol.com,secondary-school,looking-for-employment,1786.0, 2743  2487  0529  7121 ,5.0,2017-10-06T23:35+00:00,,,,,,,,,,,,,,,,,,,,,,,
R40448225,d180442542,joe,d,holcombe,f,58.0,29/11/1962, 95  alma  road  flt  4 , st  kilda  east ,3183.0,vic, 03  9495  8635 ,holcombe.joe@mail.com,certificate-iii,other-technician,81518.0, 6520  7110  6737  7584 ,39.0,2020-06-15t24:17+00:00,rec-88122,joe,d,holcombe,f,53.0,29/11/1962, 7054  99722  2  2 , 10  reef  street  railway  cottage ,maldon,3463.0,vic, 03  9495  8635 ,holcombe.joe@mail.com,divorced,195.0,102.0,26.824457593688365,75.0,161.0,0.0,swelling-of-right-hand,2015-07-11t02:11+00:00
R30945655,e145356509,jeffrey,john,vogel,f,40.0,4/9/1980, 41  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa, 08  2550  3296 ,jeffrey46@mail.com,senior-secondary-school,personal-assistant,48746.0, 1499  6035  8143  7786 ,21.0,2020-01-09t17:15+00:00,rec-70112,jeffrey,john,vogel,m,38.0,4/9/1980, 3912  67599  2  2 , 41  port  rush  parade  raafa  estate , meadow  springs ,6210.0,wa,,jeffrey46@mail.com,married-de-facto,181.0,71.0,21.672110130948383,70.0,115.0,0.0,urinary-tract-infection,2018-10-05t03:41+00:00
R01052522,b151002522,roy,,corey,f,45.0,29/11/1975, 14  McNamara  Place , Tindal  Raaf ,853.0,NT, 08  1618  3422 ,corey.roy@yahoo.com,certificate-i,personal-assistant,37681.0, 6860  4542  6428  0463 ,24.0,2018-10-05T05:53+00:00,rec-74108,roy,minnis,corey,f,42.0,29/11/1975, 2823  28234  2  1 , 97  poinciana  avenue  cooloola  centre ,tewantin,4565.0,qld, 07  7532  4937 ,,not-married,198.0,69.0,17.600244872972148,72.0,247.0,0.0,new-onset-atrial-fibrillation,2018-12-16t20:14+00:00
R52250102,b151002522,roy,minnis,corey,f,45.0,29/11/1975, 97  poinciana  avenue  cooloola  centre ,tewantin,4565.0,qld, 07  7532  4937 ,corey.roy@yahoo.com,certificate-i,personal-assistant,37681.0, 6860  4542  6428  0463 ,24.0,2018-10-10t03:42+00:00,rec-74108,roy,minnis,corey,f,42.0,29/11/1975, 2823  28234  2  1 , 97  poinciana  avenue  cooloola  centre ,tewantin,4565.0,qld, 07  7532  4937 ,,not-married,198.0,69.0,17.600244872972148,72.0,247.0,0.0,new-onset-atrial-fibrillation,2018-12-16t20:14+00:00
R16356065,d160155366,claudia,wood,dauerer,f,46.0,29/10/1974, 9  cavenagh  street  national  mutual  centre ,darwin,800.0,nt, 08  7348  9670 ,claudia77@mail.com.au,senior-secondary-school,other-clerical-worker,36547.0, 1880  9422  2762  0948 ,26.0,2019-02-05t19:42+00:00,rec-65887,claudia,wood,dauerer,f,38.0,29/10/1974, 6707  63242  1  2 , 11  caloola  crescent  raaf  base ,darwin,800.0,nt,,,married,180.0,86.0,26.54320987654321,73.0,197.0,0.0,pneumonia,2012-06-09t05:52+00:00
R29081434,c114204983,william,dewey,alexander,m,33.0,31/3/1987, 1  christmas  creek  road  southland  alpacas ,laravale,4285.0,qld, 07  9368  2998 ,alexander40@mail.com,advance-diploma,ict-professional,134921.0, 7693  2255  6179  8785 ,14.0,2020-03-16t14:12+00:00,rec-9408,william,dewey,alexander,f,29.0,31/3/1987, 1884  77143  2  1 , 1  bronzewing  avenue  howard  river  park , howard  springs ,835.0,nt, 08  0136  5905 ,alexander40@mail.com,not-married,186.0,74.0,21.389756041160826,71.0,154.0,0.0,r.-wrist-swelling,2016-01-04t18:32+00:00
R57796444,i164574479,alla,pressley,lupton,f,22.0,21/7/1997, 54  Excelsior  Drive , Frankston  North ,3200.0,VIC, 03  7590  3864 ,qhpcfgfbao@mail.com,graduate-diploma,education-professional,9999.0, 6727  1503  2143  9308 ,4.0,2019-11-16T21:25+00:00,,,,,,,,,,,,,,,,,,,,,,,
R45948159,d195541489,phyllis,l,sterne,f,57.0,22/3/1963, 59  pakington  street  house  1 , st  kilda ,3182.0,vic, 03  8058  2012 ,sterne98@gmail.com,certificate-iii,construction-worker,91924.0, 8969  5690  3875  4905 ,38.0,2020-05-18t23:18+00:00,rec-3083,phyllis,l,sterne,f,52.0,22/3/1963, 8046  38457  2  2 , 59  pakington  street  house  1 , st  kilda ,3182.0,vic, 03  8058  2012 ,sterne98@gmail.com,divorced,190.0,103.0,28.531855955678672,72.0,139.0,0.0,atrial-fibrillation,2015-06-27t20:39+00:00
R97867010,b181069707,margelene,m,sanchez,f,45.0,1/3/1975, 56  ross  lane  sanctuary  village , lennox  head ,2478.0,nsw, 02  7693  1899 ,sanchez96@gmail.com,certificate-iii,other-technician,89978.0, 0637  4217  8698  1207 ,23.0,2017-08-16t23:27+00:00,rec-32893,margelene,,sanchez,f,41.0,1/3/1975, 7983  33224  1  1 , 56  ross  lane  sanctuary  village , lennox  head ,2478.0,nsw, 02  7693  1899 ,sanchez96@gmail.com,married,165.0,62.0,22.77318640955005,75.0,255.0,0.0,diarrhea,2016-07-07t05:50+00:00
R72563040,b135470620,jonathan,paul,brown,f,13.0,22/10/2007, 23  esplanade  street  white  house , somerton  park ,5044.0,sa, 08  2511  9371 ,jonathan57@yahoo.com,secondary-school,,0.0,,0.0,2020-06-01t07:57+00:00,rec-73437,jonathan,,brown,f,8.0,22/10/2007, 1016  24635  1  3 , 25  mokera  street  coral  cove , innes  park ,4670.0,qld,,jonathan57@yahoo.com,,128.0,99.0,60.4248046875,76.0,104.0,0.0,skin-ca-removed-from-head-(basal-cell),2015-04-22t19:10+00:00
R20623481,d132218640,ronald,garland,myrick,m,73.0,23/8/1947, 334  ryans  road  wyandah , the  lagoon ,2795.0,nsw, 02  0173  8301 ,msopqtodjn@yahoo.com,advance-diploma,legal-professional,, 0889  9143  0695  0090 ,53.0,2019-07-14t02:40+00:00,rec-52356,ronald,garland,myrick,m,69.0,23/8/1947, 5441  99615  2  2 , 334  ryans  road  wyandah , the  lagoon ,2795.0,nsw, 02  0173  8301 ,msopqtodjn@yahoo.com,married-de-facto,184.0,84.0,24.8109640831758,79.0,151.0,0.0,dry-mouth,2016-02-03t01:35+00:00
R21820643,d132218640,ronald,garland,myrick,m,73.0,23/8/1947, 334  ryans  road  wyandah , the  lagoon ,2795.0,nsw, 02  0173  8301 ,msopqtodjn@yahoo.com,advance-diploma,legal-professional,116463.0, 0889  9143  0695  0090 ,53.0,2019-07-14t02:40+00:00,rec-52356,ronald,garland,myrick,m,69.0,23/8/1947, 5441  99615  2  2 , 334  ryans  road  wyandah , the  lagoon ,2795.0,nsw, 02  0173  8301 ,msopqtodjn@yahoo.com,married-de-facto,184.0,84.0,24.8109640831758,79.0,151.0,0.0,dry-mouth,2016-02-03t01:35+00:00
R54521710,g150172154,carly,n,watts,f,33.0,22/6/1987, 76  the  grove  flt  5 ,coburg,3058.0,vic, 03  5119  6403 ,watts.carly@mail.com.au,certificate-i,health-support-worker,39274.0, 4856  7863  1604  7582 ,12.0,2018-07-08t10:20+00:00,rec-69656,carly,n,watts,f,28.0,22/6/1987, 7951  51248  2  1 , 76  the  grove  flt  5 ,coburg,3058.0,vic, 03  5119  6403 ,,married,173.0,140.0,46.77737311637542,76.0,67.0,0.0,blurred-vision,2015-07-25t16:39+00:00
R16911693,d191169136,selena,alicecolvin,lisko,f,31.0,12/4/1989, 72  sextonville  road  riverdell ,casino,2470.0,nsw,,selena45@mail.com,certificate-iv,ict-technician,123319.0, 9966  8006  2359  1562 ,8.0,2016-12-13t17:31+00:00,rec-28093,selena,alicecolvin,lisko,f,26.0,12/4/1989, 7146  35993  1  1 , 72  sextonville  road  riverdell ,casino,2470.0,nsw, 02  8895  2895 ,selena45.mail.com,married,198.0,94.0,23.977145189266402,75.0,128.0,0.0,failure-to-thrive,2015-02-12t23:04+00:00
R86222268,a162682282,johnny,patrick,barnett,m,71.0,13/1/1949, 7  lake  court  palm  lake  resort ,bethania,4205.0,qld, 07  7678  7611 ,,doctoral-degree,ict-professional,105585.0, 2774  8401  8183  3351 ,51.0,2019-08-09t03:05+00:00,rec-9808,johnny,patrick,barnett,m,62.0,13/1/1949, 5975  83814  1  1 , 39  anne  findlay  place  kiah  ldge , bateau  bay ,2261.0,nsw, 02  9432  3464 ,,married-de-facto,198.0,68.0,17.345168860320378,80.0,170.0,0.0,bladder-infection,2011-08-27t09:03+00:00
R77143345,h173754314,christopher,brandon,apple,f,24.0,29/12/1996, 100  steer  road  beauchamp  street ,kerang,3579.0,vic, 03  2921  8814 ,apple30@hotmail.com,diploma,construction-worker,73762.0, 4804  1854  3513  6457 ,5.0,2020-04-06t23:55+00:00,rec-78714,christopher,brandon,apple,f,19.0,29/12/1996, 8703  32241  1  3 , 48  blenheim  road  dongara  medical  centre ,dongara,6525.0,wa,,apple30@hotmail.com,married,193.0,110.0,29.530994120647534,75.0,169.0,0.0,fall,2015-09-18t05:56+00:00
R53125166,f151513626,kelsie,,mallard,m,59.0,5/11/1959, 15  Allan  Street , Nyah  West ,3595.0,VIC, 03  3155  9155 ,kelsie3@yahoo.com,senior-secondary-school,personal-assistant,36723.0, 9814  9176  0382  5355 ,41.0,2017-11-10T23:28+00:00,rec-49536,kelsie,,mallard,m,57.0,5/11/1959, 7726  83649  2  2 , 146  loxton  road  greenland ,wandsworth,2365.0,nsw,,kelsie3@yahoo.com,separated,172.0,122.0,41.23850730124392,75.0,254.0,0.0,abdominal-discomfort,2016-07-06t02:26+00:00
R15316625,f151513626,kelsie,howard,mallard,m,61.0,5/11/1959, 146  loxton  road  greenland ,wandsworth,2365.0,nsw, 02  4253  0103 ,kelsie3@yahoo.com,senior-secondary-school,personal-assistant,9999.0, 9814  9176  0382  5355 ,41.0,2019-09-13t18:55+00:00,rec-49536,kelsie,,mallard,m,57.0,5/11/1959, 7726  83649  2  2 , 146  loxton  road  greenland ,wandsworth,2365.0,nsw,,kelsie3@yahoo.com,separated,172.0,122.0,41.23850730124392,75.0,254.0,0.0,abdominal-discomfort,2016-07-06t02:26+00:00
R21740618,d121064187,jeffrey,,davenport,m,55.0,31/1/1965, 99  coolalie  road  dunrovin ,jerrawa,2582.0,nsw, 02  3858  8821 ,davenport100@mail.com,senior-secondary-school,factory-worker,13831.0, 3037  4597  9573  3566 ,34.0,2018-07-15t07:11+00:00,rec-29997,jeffrey,j,davenport,m,52.0,31/1/1965, 1819  79331  1  1 , 99  coolalie  road  dunrovin ,jerrawa,2582.0,nsw, 02  3858  8821 ,davenport100@mail.com,married,165.0,147.0,53.994490358126725,77.0,212.0,0.0,dyspepsia,2017-09-04t22:47+00:00
R07168142,d121064187,jeffrey,j,davenport,m,55.0,31/1/1965, 160  Balaclava  Road , Caulfield  North ,3161.0,VIC, 03  6873  9966 ,davenport100@mail.com,senior-secondary-school,factory-worker,13831.0, 3037  4597  9573  3566 ,34.0,2018-05-04T19:59+00:00,rec-29997,jeffrey,j,davenport,m,52.0,31/1/1965, 1819  79331  1  1 , 99  coolalie  road  dunrovin ,jerrawa,2582.0,nsw, 02  3858  8821 ,davenport100@mail.com,married,165.0,147.0,53.994490358126725,77.0,212.0,0.0,dyspepsia,2017-09-04t22:47+00:00
R14278900,d117280904,sheila,,coggins,f,70.0,18/9/1950, 48  the  mall  paspalis  centrepoint ,darwin,800.0,nt, 08  7124  5726 ,coggins.sheila@yahoo.com,graduate-certificate,chief-executive,, 8151  1214  0015  1425 ,51.0,2020-03-03t10:55+00:00,rec-34061,sheila,ann,coggins,m,65.0,18/9/1950, 9968  26509  2  2 , 7  keith  lane  level  one , fannie  bay ,820.0,nt,,coggins.sheila@yahoo.com,married,195.0,96.0,25.2465483234714,74.0,120.0,0.0,depressed-mood-(in-therapy),2015-07-13t22:55+00:00
R66886779,a186896677,forest,,poudrier,f,56.0,4/7/1962, 10  Fawkner  Court , Mill  Park ,3082.0,VIC, 03  2186  7397 ,poudrier52@aol.com,certificate-iv,other-worker,9999.0, 1324  9910  8762  9586 ,38.0,2017-01-05T10:13+00:00,rec-86409,forest,michael,poudrier,m,52.0,4/7/1962, 7443  36862  2  1 , 77  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  5406  3572 ,poudrier52@aol.com,married-de-facto,183.0,70.0,20.902385858042937,73.0,258.0,0.0,insomnia,2014-09-26t16:03+00:00
R76766898,a186896677,forest,michael,poudrier,f,58.0,4/7/1962, 1  railway  terrace  rivoli ,rendelsham,5280.0,sa, 08  5406  3572 ,poudrier52@aol.com,certificate-iv,other-worker,88412.0, 1324  9910  8762  9586 ,38.0,2019-05-08t10:47+00:00,rec-86409,forest,michael,poudrier,m,52.0,4/7/1962, 7443  36862  2  1 , 77  maud  street  rosetta  village , victor  harbor ,5211.0,sa, 08  5406  3572 ,poudrier52@aol.com,married-de-facto,183.0,70.0,20.902385858042937,73.0,258.0,0.0,insomnia,2014-09-26t16:03+00:00
R12186515,e168511215,mark,jeffrey,campbell,f,48.0,12/8/1972, 1  wollombi  road  sanford  vale , bishops  bridge ,2326.0,nsw,,mark.campbell@yahoo.com,senior-secondary-school,taxi-driver,10432.0, 5091  4291  1977  9365 ,25.0,2016-05-15t13:09+00:00,rec-74855,mark,jeffrey,campbell,f,45.0,12/8/1972, 7199  96119  1  2 , 1  wollombi  road  sanford  vale , bishops  bridge ,,nsw,,,married,198.0,93.0,23.72206917661463,77.0,248.0,0.0,sweating,2017-01-26t13:06+00:00
R41155006,a106550141,walter,delany,hyatt,f,46.0,12/9/1974, 70  geddes  road  barnaline , hodgson  vale ,4352.0,qld, 07  0653  6322 ,walter.hyatt@hotmail.com,diploma,other-technician,125948.0, 0351  1748  6089  0836 ,27.0,2020-04-13t17:15+00:00,rec-73651,walter,,hyatt,f,39.0,12/9/1974, 1744  49675  2  2 , 70  geddes  road  barnaline , hodgson  vale ,4352.0,qld,,,married-de-facto,196.0,99.0,25.770512286547273,72.0,239.0,0.0,malignant-hypertension,2013-11-20t20:51+00:00
R19084729,e190891274,robert,allen,pope,m,34.0,23/11/1986, 2  monash  crescent  sth-east  flats ,clayton,3168.0,vic, 03  6758  5996 ,robert.pope@yahoo.com,bachelor-degree,other-technician,9999.0, 6414  3673  0339  0669 ,15.0,2020-05-16t08:37+00:00,rec-30840,robert,allen,pope,m,28.0,23/11/1986, 4211  30990  1  1 , 5891  federal  highway  taradale ,collector,,nsw,,robert.pope@yahoo.com,not-married,194.0,71.0,18.864916569242215,77.0,120.0,0.0,low-energy,2014-02-21t21:36+00:00
