rec_id,ssn,first_name,middle_name,last_name,gender,age_at_consultation,birth_date,medicare_number,street_address,suburb,postcode,state,phone,email,marital_status,height,weight,bmi,blood_pressure,cholesterol_level,smoking_status,clinical_notes,consultation_timestamp
rec-70489,d105294591,jeffrey,leon,mickey,f,66,25/2/1953, 4438  90091  2  2 , 39  dempsey  street  old  peel  post  office ,peel,2795,nsw, 02  9825  7750 ,jeffrey.mickey@mail.com.au,married,196,129,33,78,215,0,sweating,2019-10-10t15:17+00:00
rec-44894,b199938280,matthew,ralph,terry,m,10,10/11/2010, 2301  11576  1  3 , 237  boorcan  road  ballinderry ,terang,3264,vic,,,n/a,145,51,24,77,250,0,bilateral-ankle-swelling--related-to-warmer-weather,2020-06-17t19:52+00:00
rec-10054,c107711357,dolores,scott,foreman,f,64,13/10/1952, 3560  90501  1  2 , 47  mitchelson  road  rydal  bank ,westbury,,tas, 03  4490  5256 ,tghelcapfe@gmail.com,married,187,132,37,78,169,0,shortness-of-breath,2016-04-01t09:11+00:00
rec-98296,c197396715,johnny,william,giordano,f,23,27/10/1991, 8575  55840  1  2 , 1  kooroogamma  road  sunlong  sub  division ,moree,2400,nsw, 02  4217  3238 ,giordano76.hotmail.com,not-married,194,59,15,74,49,0,chest-pain,2014-12-23t12:40+00:00
rec-58247,b162464293,david,dean,watson,m,41,26/5/1977, 5065  85077  1  2 , 28  fairway  crescent  godwin  island ,forster,2428,nsw, 02  3208  4902 ,watson.david@gmail.com,not-married,190,57,15,77,179,0,hypertriglyceridemia,2018-02-14t10:12+00:00
rec-52027,h104526868,emily,monae,stapleton,f,12,21/7/2005, 9479  63770  2  3 , 2  manning  street  flr  1 ,kiama,2533,nsw, 02  7136  8900 ,emily23@aol.com,n/a,132,-99,28,73,210,0,xerotic-eczema,2017-01-22t20:07+00:00
rec-70471,d166572006,gary,earl,fuller,f,15,22/1/1997, 5212  83831  2  3 , 29  cavenagh  street  chin  arcade ,darwin,0800,nt, 08  6969  9644 ,gary.fuller@hotmail.com,married,172,79,26,72,177,0,uti,2012-06-19t21:23+00:00
rec-42644,f103324514,krystal,m,rogers,f,22,7/6/1996, 9875  30239  2  2 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  4330  8104 ,kgcqdairpt@gmail.com,married-de-facto,173,129,43,77,175,0,gait-disorder,2018-06-21t21:16+00:00
rec-41937,b164227711,emily,marie,revis,f,59,28/11/1954, 5990  49218  2  1 , 1582  anzac  avenue  miranatha  retirement  village ,kallangur,4503,qld, 07  1914  0204 ,emily.revis@yahoo.com,married,168,-99,32,82,189,0,coughing,2013-04-23t08:17+00:00
rec-89360,c153771457,brett,c,gillikin,f,35,25/1/1979, 3794  43736  1  1 , 15  bailey  lane  statene  park ,macedon,3440,vic,,brett15@mail.com,married,183,79,23,74,184,0,acute-chf,2014-07-10t02:09+00:00
rec-5809,c157261015,tameka,sonyai,loska,f,66,12/7/1947, 7962  14607  2  2 , 141  bullcreek  drive  air  force  memorial  est , bull  creek ,6149,wa,,lsilliomit@aol.com,not-married,199,148,37,72,185,0,epsiodes-of-wandering,2013-03-03t22:45+00:00
rec-52568,a142655943,william,douglas,greaver,f,27,22/10/1988, 3650  41464  1  1 , 9  dunstan  court  wallace  heights ,noosaville,4566,qld, 07  9596  0288 ,dhkpdcmdep@yahoo.com,not-married,186,121,34,71,180,0,gait-and-balance-disturbance,2015-11-12t09:46+00:00
rec-57578,d114218281,casie,h,chapman,m,21,3/12/1993, 6776  44029  1  2 , 416  st  kilda  road  aprt  187 ,melbourne,,vic,,casie.chapman@mail.com.au,divorced,184,109,32,69,109,0,right-shoulder-discomfort,2014-09-20t17:45+00:00
rec-36608,e148417224,steve,wayne,cain,m,9,24/8/2007, 9911  46532  1  2 , 247  trower  road  shop  gd ,casuarina,0810,nt, 08  0252  5391 ,,n/a,125,29,18,76,192,0,cervical-lymphadenopathy,2016-10-14t07:54+00:00
rec-19810,f168495094,orren,andrews,mawyer,m,59,1/4/1957, 5736  13101  2  1 , 1309  barneys  reef  road  summervale ,gulgong,2852,nsw,,orren86@mail.com,not-married,167,106,38,80,190,0,rash,2016-08-11t17:17+00:00
rec-48209,f129958965,andrew,james,philyaw,m,68,10/7/1950, 2425  11048  1  1 , 5  marine  parade  watego's  beach , byron  bay ,,nsw, 02  0753  2914 ,,married,168,66,23,70,147,0,urinary-tract-infection,2018-04-26t08:37+00:00
rec-22726,i150969254,benjamin,jean,thompson,f,17,2/6/1998, 5353  88624  2  3 , 79  main  street  bushland  caravn  park ,wooli,2462,nsw,,,not-married,184,75,22,69,117,0,blurred-vision---very-mild,2015-02-12t22:51+00:00
rec-9735,f128139410,jas,seth,bizzell,m,43,16/6/1975, 5341  61576  2  2 , 31  malonga  drive  malonga  park ,burnie,,tas, 03  9486  9232 ,bizzell13@mail.com,married-de-facto,174,148,48,68,234,0,musculoskeletal-pain,2018-02-10t10:32+00:00
rec-60718,c148533312,dee,snow,parker,f,17,27/1/1999, 7211  75134  1  3 , 98  service  east  road  pacific  palms ,burpengary,4505,qld, 07  2910  1748 ,,not-married,175,55,17,77,98,0,bilateral-lower-extremity-edema,2016-12-07t22:10+00:00
rec-55862,e158762007,raul,andrew,pittman,m,9,13/11/2007, 3846  28275  1  3 , 7  bayswater  road  parkhaven  med  centre , hyde  park ,4812,qld,,,n/a,143,33,16,72,89,0,depressed-mood,2016-09-26t21:45+00:00
rec-24381,e115071508,anthony,michael,glaspy,m,50,12/8/1965, 4657  51959  1  1 , 360  cheltenham  road  parkglen  retirement  village ,keysborough,3173,vic,,,not-married,168,82,29,78,189,0,fall,2015-11-24t08:57+00:00
rec-2959,d186989856,ava,brown,mack,f,20,16/7/1994, 8432  37406  2  2 , 27  ambrose  street  tabeel  lutheran  home ,laidley,4341,qld,,mack.ava@mail.com.au,married,172,132,44,77,274,0,hip-pain-due-to-prior-surgery.-prescribed-cyclobenzaprine-10-mg-and-naproxen-500mg-prn,2014-08-02t21:03+00:00
rec-45128,e135098476,jaime,hearn,mendenhall,f,22,4/2/1997, 8160  26541  1  2 , 92  randles  road  morangarell ,connewarre,3227,vic, 03  1854  3555 ,mendenhall.jaime@hotmail.com,not-married,195,105,27,78,135,0,concussion-(possible-seizure-disorder),2019-03-13t19:10+00:00
rec-22423,f171833652,dorothy,carmel,olson,f,54,10/6/1963, 7650  32246  2  1 , 258  spring  street  yukana  retirement  village ,toowoomba,4350,qld, 07  0739  6803 ,dorothy.olson@yahoo.com,married,188,74,20,70,179,0,drowsiness,2017-05-03t18:31+00:00
rec-22141,i103581458,chrystal,joyce,theoharis,f,50,18/6/1964, 6662  16866  2  2 , 1  hobart  place  amp  building , canberra  city ,2601,act,,chseissifn@gmail.com,married,167,-99,50,82,191,0,episodic-diarrhea,2014-12-02t01:37+00:00
rec-58155,g113343984,katherine,w,carter,f,68,19/11/1945, 1227  67565  2  1 , 1  oenpelli  street  community  oenpelli ,oenpelli,0822,nt, 08  3617  2762 ,,widowed,183,67,20,75,237,0,right-rib-pain,2013-07-11t21:47+00:00
rec-33082,g151341963,leonard,edward,saulter,m,70,21/2/1947, 1977  45812  1  1 , 1  beaudesert-beenleigh  road  glendowen  farm ,biddaddaba,4275,qld,,,married,171,100,34,74,193,0,blurred-vision,2017-12-16t10:48+00:00
rec-5630,g109672250,timothy,kumar,auman,f,28,14/4/1988, 9708  32236  2  2 , 5305  princes  highway  woodlawn ,codrington,3285,vic, 03  7661  1347 ,dtdmkppdhh@yahoo.com,not-married,177,75,23,76,118,0,dizziness,2016-01-17t11:11+00:00
rec-7296,i155555634,daniel,,southerland,m,27,27/4/1989, 8200  39240  1  2 , 5  tiwi  gardens  road  tiwi  professional  suites ,tiwi,0810,nt, 08  5082  3857 ,,divorced,190,115,31,76,173,0,hypertension,2016-10-27t21:23+00:00
rec-74869,d166476520,michael,,kidwai,f,35,20/11/1980, 4420  62022  1  1 , 85  langfield  road  wallaringa ,cowra,,nsw,,,not-married,199,77,19,74,214,0,dizziness,2015-02-27t04:49+00:00
rec-32201,d112126682,olivia,andrews,holland,f,21,21/8/1995, 7395  45036  2  2 , 247  trower  road  shop  gd ,casuarina,,nt, 08  5084  5589 ,holland.olivia@gmail.com,married-de-facto,191,106,29,67,230,0,bowel-incontinence,2016-07-01t15:13+00:00
rec-41671,c144609734,bryan,edward,nicholson,m,12,28/8/2005, 7074  74344  1  2 , 1  penfolds  road  tregona ,meandarra,4422,qld, 07  5130  4134 ,,n/a,157,69,27,68,181,0,lymph-node-swelling,2017-10-21t05:55+00:00
rec-25960,i106509865,keri,anne,sharpe,f,15,19/12/2000, 3413  89912  1  2 , 362  glebe  road  namoi , hamilton  south ,2303,nsw,,sharpe15@aol.com,married,176,81,26,73,74,0,allergic-rhinitis,2015-07-25t01:56+00:00
rec-92025,b137544699,rodney,e,burns,f,7,21/9/2009, 5494  14211  1  3 , 114  westall  road  lexington  garden ,springvale,,vic, 03  5111  7451 ,rodney.burns@gmail.com,n/a,129,23,13,80,301,0,depressed-mood,2016-02-12t10:11+00:00
rec-21422,e126111969,ryan,samuel,ramirez,f,53,28/10/1962, 3745  62562  2  1 , 12  hampstead  road  hampstead  house ,broadview,5083,sa, 08  6682  2452 ,ramirez.ryan.aol.com,married-de-facto,194,58,15,76,98,0,left-eye-blurring,2016-02-14t24:32+00:00
rec-76027,b132997569,richard,robert,merjudio,m,28,19/3/1991, 8074  95371  2  2 , 79  bungoona  road  broadwater  court ,kincumber,,nsw, 02  5686  3168 ,merjudio93@aol.com,married-de-facto,199,-99,32,74,189,1,dysphagia-for-solids,2019-12-18t15:29+00:00
rec-17148,i191978872,tenya,hunt,spetz,f,45,26/3/1968, 2050  24198  2  2 , 80  goldmans  road  gold  ridge , panton  hill ,3759,vic, 03  6147  0809 ,spetz21.hotmail.com,married-de-facto,175,57,18,77,213,1,fall,2016-12-23t19:42+00:00
rec-87762,h146522860,douglas,daryl,woods,f,25,5/6/1991, 4741  15516  2  3 , 17  victoria  avenue  niecon  plaza ,broadbeach,4218,qld, 07  2489  0631 ,douglas.woods@gmail.com,not-married,174,63,20,75,136,0,fall,2016-04-01t09:53+00:00
rec-75674,f138062900,steven,jamesjasper,ralph,f,13,15/6/2002, 2298  44641  2  2 , 3903  maroondah  highway  kilbirnie ,acheron,3714,vic, 03  9547  4167 ,steven.ralph.mail.com,n/a,155,63,26,77,143,0,broken-scapula-(from-fall),2016-05-20t13:02+00:00
rec-79099,a151573814,edward,,raby,f,17,11/8/1995, 1440  56637  2  2 , 5  pacific  highway  neverfail  caravn  park , mount  white ,,nsw, 02  8475  1643 ,mqohbssrmb.gmail.com,married-de-facto,178,122,38,83,173,0,soreness-of-anterior-chest,2014-11-25t19:20+00:00
rec-74612,b182161998,lindsey,,williamson,f,58,4/12/1958, 8542  20537  2  1 , 21  cavenagh  street  the  metro ,darwin,0800,nt, 08  6881  5814 ,williamson63@mail.com.au,not-married,190,134,37,75,197,0,hypercholesterolemia,2016-01-07t01:49+00:00
rec-69582,a103464390,john,anthony,barwick,m,58,8/4/1957, 7566  19803  2  2 , 9  cavenagh  street  national  mutual  centre ,darwin,0800,nt, 08  8152  8483 ,,married-de-facto,172,61,20,72,195,1,lymphocytic-leukemia-phase1-(chronic),2015-09-27t24:23+00:00
rec-85637,h102218766,lincoln,earl,mills,f,15,20/4/1999, 4101  90929  2  2 , 15  conder  street  girrahween  house ,weston,2611,act,,mills.lincoln@mail.com.au,married,160,93,36,78,181,0,insomnia,2014-03-17t01:31+00:00
rec-39790,d192497198,richard,henderson,kennon,m,40,22/12/1976, 3582  81947  2  1 , 24  albers  road  foxford  park , beaconsfield  upper ,3808,vic,,richard13@hotmail.com,divorced,175,115,37,81,232,0,worsening-lower-extremidy-edema,2016-09-16t09:13+00:00
rec-17456,d138483086,eyvonne,taylor,reed,f,27,2/6/1984, 3239  92054  2  2 , 70  keira  street  wollongong  vet  hospital ,wollongong,2500,nsw, 02  9896  0077 ,reed53.gmail.com,married-de-facto,195,119,31,70,117,0,swelling-at-lp-site,2012-07-10t09:09+00:00
rec-828,c100559706,jackie,alan,emert,m,63,14/7/1953, 9134  57621  2  1 , 28  charles  street  villanova  aged  hme ,innisfail,4860,qld, 07  7290  9810 ,qmhsqspnis@yahoo.com,separated,167,-99,49,76,202,0,blurry-vision-l-eye,2016-07-17t15:29+00:00
rec-89006,d104299084,paul,crawford,kincaid,f,57,11/7/1961, 5479  32330  1  2 , 250  baltimore  parade  raafa  estate ,merriwa,6030,wa,,rqskaqlbre@mail.com,separated,168,86,30,76,104,1,pneumonia,2018-12-12t05:47+00:00
rec-29789,g193292428,amy,nelson,candler,f,24,14/5/1995, 7152  98743  1  3 , 204  scott  creek  road  rmb ,heathfield,,sa,,amy17@aol.com,not-married,196,-99,34,77,203,0,skin-rash,2019-07-12t03:37+00:00
rec-68686,b167459018,lisa,,marion,m,27,22/9/1990, 1883  93950  2  1 , 5  allamurr  court  dunbar  heights ,palmerston,0830,nt,,,divorced,178,-99,40,75,259,0,hematomas-on-left-ear-and-left-hip-from-fall,2017-05-19t22:08+00:00
rec-20720,d147876068,catherine,benjamin,gosai,f,62,25/5/1954, 7116  19663  1  1 , 539  morinish  road  welcome  flat ,mornish,4702,qld, 07  8549  4579 ,gosai27@yahoo.com,not-married,170,70,24,72,191,0,vaso-vagal-response,2016-01-09t12:45+00:00
rec-55811,c165403057,shannon,maelafevers,stanfield,f,49,15/10/1964, 1874  38415  1  1 , 60  netherton  street  selangor  medical  centre ,nambour,4560,qld, 07  5018  3208 ,stanfield.shannon@gmail.com,married,196,121,31,72,144,0,shortness-of-breath,2013-11-27t08:47+00:00
rec-23787,a157191825,elsie,c,fitzpatrick,m,33,27/5/1986, 8897  39744  1  1 , 1  cycad  place  allora  garden ,flaxton,4560,qld, 07  9206  5319 ,fitzpatrick.elsie@aol.com,not-married,170,81,28,72,197,0,dizziness,2019-06-12t02:13+00:00
rec-52426,a128272443,margaret,elizabeth,larsen,f,47,1/12/1969, 6421  78424  2  2 , 6  george  crescent  robertson  barracks , fannie  bay ,0820,nt, 08  4847  2306 ,,divorced,184,74,21,71,212,0,musculoskeletal-pain,2016-03-08t21:53+00:00
rec-73430,d152084649,michael,ceavis,becerra,f,6,15/1/2008, 9003  30463  2  2 , 2091  thunderbolts  way  glory  vale ,gloucester,2422,nsw,,becerra.michael@aol.com,n/a,106,26,23,80,165,0,increased-ocular-pressure,2014-08-15t12:20+00:00
rec-22451,c127035131,sandra,monique,toledano,m,66,24/7/1950, 6114  62663  2  1 , 68  poinciana  avenue  tewantin  medical  centre ,tewantin,4565,qld,,toledano.sandra@mail.com.au,married,192,55,14,71,176,1,squamous-cell,2016-07-20t11:20+00:00
rec-83875,e179590220,benjamin,carlton,bernard,m,37,4/9/1976, 2688  37141  2  2 , 1  fingerboard  road  forestvale , miriam  vale ,4677,qld,,,married,187,75,21,78,166,0,diabetes-mellitus-type-2-discontinuation-of-metformin-as-propholaxis-of-renal-injury-due-to-pet-scan-studies,2013-10-18t15:16+00:00
rec-83462,f139191312,christopher,allington,hadley,f,10,19/11/2010, 3615  95779  2  2 , 8  lisa  place  villa  1 ,forster,2428,nsw,,rpprfpkpia@mail.com.au,n/a,121,54,36,78,178,0,vomiting,2020-01-19t16:40+00:00
rec-73641,f123615290,donald,rahsaan,sessoms,f,17,20/2/1998, 6644  11853  1  2 , 16  national  circuit  national  press  club ,barton,2600,act, 02  7308  8621 ,ifdtlqpaii@hotmail.com,married,167,90,32,74,239,1,progressive-supranuclear-palsy,2015-10-22t01:01+00:00
rec-66089,g100900818,hazel,,bartlett,f,21,14/9/1995, 9942  96869  1  3 , 24  o'connell  road  melgrove ,bathurst,2795,nsw, 02  6914  0368 ,kgbhnpmjot@mail.com,married,198,103,26,81,212,1,urinary-discomfort-from-aging,2016-10-04t24:29+00:00
rec-44507,a174911879,donald,wallace,moore,m,49,6/1/1967, 8945  45766  1  1 , 5  canal  road  parkridge  retirement  village ,paynesville,3880,vic, 03  7158  4775 ,mlpqshfetd@aol.com,married,190,57,15,69,97,0,hypertension,2016-08-04t07:34+00:00
rec-53749,i177463779,shiquella,belle,wang,f,57,12/8/1958, 8766  45486  2  1 , 110  birch  road  adelene  vlge ,wyoming,2250,nsw,,shiquella40@hotmail.com,not-married,197,135,34,80,153,1,acute-pain,2015-08-26t21:10+00:00
rec-12281,a176368424,brian,curtis,mccain,f,16,9/1/2000, 1639  70701  2  2 , 464  cessnock  road  wangara  cottage , gillieston  heights ,2321,nsw, 02  4264  7409 ,mccain49@gmail.com,not-married,169,89,31,70,64,0,abdominal-cramping,2016-10-21t04:35+00:00
rec-61145,h105793112,jeffrey,randolph,enders,m,64,8/4/1953, 9324  59518  2  2 , 200  lorraine  avenue  berkeley  retrmnt  vlge , berkeley  vale ,2261,nsw, 02  7282  5790 ,jeffrey.enders.gmail.com,married,165,-99,52,80,220,0,weight-loss,2018-09-26t05:29+00:00
rec-9136,h112290747,catherine,vivian,williams,f,7,27/12/2007, 8447  88036  2  3 , 78  fassifern  street  ettalong  vlge , ettalong  beach ,2257,nsw,,williams.catherine@yahoo.com,n/a,119,30,21,74,187,0,nausea,2014-04-27t24:43+00:00
rec-25323,b140379320,linda,diana,hairr,f,25,21/6/1990, 9820  74212  2  3 , 4  leys  road  mittawarra ,eskdale,3701,vic,,linda25@mail.com,married,176,57,18,78,142,0,lipoma-removed-outpatient-surgery,2015-12-14t21:05+00:00
rec-74230,g181814909,william,d,fields,f,21,19/10/1996, 9929  96950  1  2 , 237  piggabeen  road  cobaki  broadwater  village , tweed  heads  south ,2486,nsw, 02  6127  7252 ,fields6@yahoo.com,married-de-facto,180,-99,22,75,187,0,dizzyness,2017-09-16t11:59+00:00
rec-2296,e186511868,linda,canaday,williams,f,32,24/5/1985, 6166  15162  1  2 , 5  allamurr  court  dunbar  heights ,palmerston,0830,nt,,,married,189,131,36,74,205,0,depression,2017-05-13t20:25+00:00
rec-36797,e170665259,preston,joseph,cleaver,m,39,25/6/1978, 5646  26260  1  2 , 1  kingaroy-cooyar  road  maidenwell  meadows ,maidenwell,4615,qld, 07  1909  4803 ,preston16@gmail.com,married,199,135,34,76,162,0,upper-respiratory-infection,2017-04-16t20:16+00:00
rec-39772,f181589394,mavis,carol,carlson,m,21,2/1/1994, 2228  21682  1  2 , 6  mcdonald  street  whitby-cliffs ,cronulla,,nsw,,mavis.carlson@aol.com,married,167,75,26,77,190,0,arthritis,2015-07-18t11:25+00:00
rec-4411,g149422068,jean,mically,kimbrell,f,56,20/12/1954, 5974  41125  2  2 , 2  bay  berry  lane  st  vincents  specialists  centre ,robina,4226,qld,,jean.kimbrell.hotmail.com,married,185,97,28,73,149,0,right-cataract,2012-12-24t10:54+00:00
rec-82493,f112413149,hershel,jamessullivan,fox,f,19,12/12/1996, 6435  87869  1  3 , 59  moore  street  rosebay  cottage ,westbury,7303,tas, 03  7728  8529 ,hershel46@mail.com.au,not-married,170,69,23,72,158,0,sinusitis,2015-08-15t05:08+00:00
rec-77319,a150746360,alonzo,jay,fletcher,f,19,30/4/1997, 2387  57066  2  3 , 37  charles  place  the  meadows ,curra,4570,qld, 07  7197  9405 ,,married,166,-99,36,80,265,0,low-back-pain-post-lp,2016-09-15t18:27+00:00
rec-36540,e155587600,william,lamont,claytor,m,40,17/7/1971, 5284  33800  1  2 , 115  nerrena  hall  road  callemondah ,leongatha,3953,vic,,,not-married,178,114,35,71,142,0,dry-mouth,2011-08-08t12:19+00:00
rec-76629,f188390368,daniel,wayne,pendley,f,65,8/3/1948, 4006  61729  1  1 , 1  kuhn  road  laurel  bank ,nobby,4360,qld, 07  0968  3200 ,daniel.pendley.yahoo.com,not-married,175,-99,42,77,281,0,growth-in-left-kidney,2014-01-13t12:44+00:00
rec-61046,f169128449,rober,logan,morrow,m,26,31/1/1986, 3507  92121  2  1 , 45  river  street  riverside  plaza ,mackay,4740,qld,,,not-married,190,83,22,76,204,0,dry-mouth,2012-07-25t02:19+00:00
rec-26980,d191992442,richard,lee,watts,m,64,23/4/1951, 1959  55212  2  1 , 93  elizabeth  bay  road  apt  44 , elizabeth  bay ,,nsw,,,married-de-facto,166,-99,38,70,52,1,low-energy,2015-05-04t06:01+00:00
rec-32868,d121089070,carlos,,ardila,m,54,11/4/1960, 2471  17222  2  1 , 900  warrnambool  road  langulac ,penshurst,3289,vic, 03  8384  1090 ,ardila33@mail.com,married-de-facto,187,61,17,75,185,0,ankle-rash,2014-07-23t05:21+00:00
rec-69987,a130311790,larry,deleon,kaluzny,f,47,9/11/1965, 9590  99306  1  2 , 250  baltimore  parade  karri  lodge ,merriwa,6030,wa, 08  3723  7087 ,kaluzny.larry@mail.com,married,199,140,35,76,231,0,sinus-infection,2012-04-20t11:36+00:00
rec-70757,h130648693,jaron,william,gilbert,f,50,15/6/1966, 9729  77103  1  1 , 2  mathew  flinders  street  gove  house ,gove,,nt, 08  8566  7242 ,gilbert93@yahoo.com,married,171,107,36,76,277,0,depressed-mood--worsening-of-dysthimia,2016-10-21t04:43+00:00
rec-70579,a109052801,anthony,ernest,giessler,f,17,12/2/1998, 6851  30535  1  2 , 4  celeste  court  flt  4 , st  kilda  east ,,vic, 03  6426  7493 ,ardgmdnkta@gmail.com,married,174,58,19,79,119,0,hypertension,2015-03-24t15:05+00:00
rec-56521,i116181343,emma,saunders,stanley,f,59,1/4/1956, 7433  11292  1  2 , 20  kirkston  place  silkwood  estate , pine  mountain ,4306,qld, 07  3345  8214 ,emma.stanley@mail.com.au,married-de-facto,170,104,35,77,169,0,urinary-incontinence,2015-12-06t17:06+00:00
rec-13761,c122819937,georgia,audrey,benjamin,f,26,6/3/1986, 1266  35872  2  1 , 1  hardcastle  road  finis  river , dundee  beach ,0840,nt, 08  5374  4672 ,georgia.benjamin.mail.com,married,170,-99,43,72,195,0,no-21-(rash)---on-abdomen,2013-02-05t02:38+00:00
rec-95604,i146740716,zachary,edward,combs,f,6,4/8/2007, 7815  59621  1  3 , 37  o'toole  street  everton  park , everton  park ,4053,qld, 07  4523  0115 ,zachary37@aol.com,n/a,121,27,18,80,179,0,right-knee-miniscus-tear,2013-01-05t20:31+00:00
rec-49475,d195373336,jamel,james,bouyaahmed,m,70,28/5/1950, 4491  87645  1  2 , 10  rolan  court  eton  lodge , palm  beach ,4221,qld,,,not-married,173,144,48,80,257,0,cholesterol,2020-07-20t13:33+00:00
rec-57460,c102018636,george,c,morris,m,8,15/10/2006, 8652  54035  2  3 , 247  trower  road  shop  gd ,casuarina,0810,nt, 08  2300  8499 ,george.morris@yahoo.com,n/a,137,26,13,71,101,0,progressive-supranuclear-palsy-peripheal-neuropathy,2014-06-01t11:36+00:00
rec-96689,h133737443,allen,hugh,lewy,f,63,23/4/1953, 4858  52023  1  2 , 12  wills  street  skerman  chambers ,townsville,4810,qld,,lewy96@hotmail.com,married,180,66,20,72,120,1,history-of-falling.,2016-08-26t02:45+00:00
rec-43109,a151480246,ismael,frank,scarboro,m,25,27/2/1988, 2543  20711  2  3 , 6  damian  crescent  kirkhill ,toowoomba,4350,qld,,,married,183,141,42,80,19,0,vomitting,2013-08-16t23:19+00:00
rec-38741,g185905153,rachel,pittman,freshcorn,f,7,18/11/2013, 3656  27560  1  3 , 13  colonial  road  surfside  park ,woolgoolga,2456,nsw,,rachel.freshcorn@mail.com.au,n/a,116,-99,20,70,164,0,fall,2020-02-11t16:34+00:00
